overall_rating,rating_norm,rating_label,likes,like_sent_label,like_sent_score,dislikes,dislike_sent_label,dislike_sent_score,text_combined,text_sent_label,text_sent_score,consistency_label,rag_explanation,title,department,date
5.0,5.0,1,Balram tomar,POSITIVE,1.0,Technician airconditioner freeze washing machine demo installation repair act.,NEGATIVE,-1.0,balram tomar technician airconditioner freeze washing machine demo installation repair act.,NEGATIVE,-0.25,INCONSISTENT,,Owner,After Sales Service & Repair Department,8 Jul 2023
3.0,3.0,0,Global Company,POSITIVE,1.0,"Unrealistic targets and KPI
Terrible Work culture
Late sitting
Poor Work life balance",NEGATIVE,-1.0,global company unrealistic targets and kpi terrible work culture late sitting poor work life balance,NEUTRAL,0.0,AMBIGUOUS,,Management Trainee,Procurement & Purchase Department,7 Jul 2023
5.0,5.0,1,Job security,POSITIVE,1.0,Work life balance,POSITIVE,1.0,job security work life balance,POSITIVE,0.5,GENUINE,,Team Member,Engineering Department,7 Jul 2023
3.0,3.0,0,"Good for new members.
Good place to work for 4-5 years",POSITIVE,1.0,"Salary and increments are poor.
Learning is limited.",NEGATIVE,-1.0,good for new members. good place to work for 4-5 years salary and increments are poor. learning is limited.,NEUTRAL,0.0,AMBIGUOUS,,Manager,Engineering Department,7 Jul 2023
4.0,4.0,1,"Food
Easy dad
Gds
Dd",POSITIVE,1.0,"Nothing 
D di
Fhl
Gu",NEGATIVE,-1.0,food easy dad gds dd nothing d di fhl gu,NEUTRAL,0.0,AMBIGUOUS,,Intern,Procurement & Purchase Department,6 Jul 2023
4.0,4.0,1,Good suport systeam help every time,POSITIVE,1.0,Salary very poor,NEGATIVE,-1.0,good suport systeam help every time salary very poor,NEGATIVE,-0.25,INCONSISTENT,,Warehouse Assistant,After Sales Service & Repair Department,6 Jul 2023
4.0,4.0,1,Work environment,POSITIVE,1.0,work life balance.,POSITIVE,1.0,work environment work life balance.,POSITIVE,0.5,GENUINE,,Assistant Manager   (working remotely),Recruitment & Talent Acquisition Department,6 Jul 2023
5.0,5.0,1,Good company it teaches you a lot,POSITIVE,1.0,Toxic work culture,NEGATIVE,-1.0,good company it teaches you a lot toxic work culture,NEGATIVE,-0.25,INCONSISTENT,,Electronics Manager,Management Department,4 Jul 2023
4.0,4.0,1,Ok,POSITIVE,1.0,Ok all good . Work hard,POSITIVE,1.0,ok ok all good . work hard,POSITIVE,0.25,GENUINE,,Senior Bdm Manager,Enterprise & B2B Sales Department,4 Jul 2023
4.0,4.0,1,Lg refrigerator washing machine  ac nice market work nice,POSITIVE,1.0,No problem but not  problem,POSITIVE,1.0,lg refrigerator washing machine ac nice market work nice no problem but not problem,POSITIVE,0.5,GENUINE,,Ac And Refrigeration Technician,After Sales Service & Repair Department,3 Jul 2023
5.0,5.0,1,I like this company because LG means Life Good,POSITIVE,1.0,No dislike LG,POSITIVE,1.0,i like this company because lg means life good no dislike lg,POSITIVE,1.0,GENUINE,,Sse,Marketing Department,0 Jul 2023
4.0,4.0,1,good environment to work,POSITIVE,1.0,nothing,NEGATIVE,-1.0,good environment to work nothing,NEGATIVE,-0.25,INCONSISTENT,,District Sales Officer,Enterprise & B2B Sales Department,0 Jul 2023
3.0,3.0,0,Goodcom an B ah zj,POSITIVE,1.0,N a p p l k,POSITIVE,1.0,goodcom an b ah zj n a p p l k,NEUTRAL,0.0,AMBIGUOUS,,Salesman   (working remotely),Marketing Department,9 Jul 2023
5.0,5.0,1,Its a very fast company and will make you better 360 degree,POSITIVE,1.0,Work life balance,POSITIVE,1.0,its a very fast company and will make you better 360 degree work life balance,POSITIVE,0.75,GENUINE,,Regional Manager Sales And Marketing,Sales and marketing  Department,9 Jul 2023
3.0,3.0,0,Salary and benefits,POSITIVE,1.0,Working hours and week offs and leaves are not happening,NEGATIVE,-1.0,salary and benefits working hours and week offs and leaves are not happening,NEUTRAL,0.0,AMBIGUOUS,,Service Engineer Technician,After Sales Service & Repair Department,9 Jul 2023
5.0,5.0,1,Excellent,POSITIVE,1.0,"overtime work,late night work, unlimited work pressure",NEGATIVE,-1.0,"excellent overtime work,late night work, unlimited work pressure",POSITIVE,1.0,GENUINE,,Deputy Manager Sales,Retail & B2C Sales Department,8 Jul 2023
5.0,5.0,1,No work life balance,NEGATIVE,-1.0,Culture,POSITIVE,1.0,no work life balance culture,NEUTRAL,0.0,AMBIGUOUS,,Marketing Manager,Marketing Department,8 Jul 2023
3.0,3.0,0,Skill development learning,POSITIVE,1.0,Work life balance,POSITIVE,1.0,skill development learning work life balance,POSITIVE,0.5,AMBIGUOUS,,Manager,Product Management - Technology Department,7 Jul 2023
2.0,2.0,-1,Salary benefit training skill development,POSITIVE,1.0,Work life balance. Orthodox approach from senior.,POSITIVE,1.0,salary benefit training skill development work life balance. orthodox approach from senior.,POSITIVE,0.5,INCONSISTENT,,Business Development Manager- Delhi Haryana,Enterprise & B2B Sales Department,7 Jul 2023
5.0,5.0,1,"Air conditioner, refrigerator and washing machine",NEGATIVE,-1.0,Noo,NEGATIVE,-1.0,"air conditioner, refrigerator and washing machine noo",NEUTRAL,0.0,AMBIGUOUS,,Refrigeration And Air Conditioning Mechanic,After Sales Service & Repair Department,7 Jul 2023
1.0,1.0,-1,Good learning,POSITIVE,1.0,Work Culture is pathetic,NEGATIVE,-1.0,good learning work culture is pathetic,NEGATIVE,-0.25,GENUINE,,Manager - Retail Marketing,Marketing Department,6 Jul 2023
5.0,5.0,1,I have learn lot of things and career development also...,POSITIVE,1.0,,NEUTRAL,0.0,i have learn lot of things and career development also...,POSITIVE,1.0,GENUINE,,Sales Trainer,Corporate Training Department,6 Jul 2023
4.0,4.0,1,"Great Learning experience
Challenging",POSITIVE,1.0,Strict timings,NEGATIVE,-1.0,great learning experience challenging strict timings,POSITIVE,0.5,GENUINE,,Senior Executive,Other Department,5 Jul 2023
1.0,1.0,-1,Only politics rest nothing,NEGATIVE,-1.0,Only politics,NEGATIVE,-1.0,only politics rest nothing only politics,NEGATIVE,-1.0,GENUINE,,Branch Marketing Manager,Marketing Department,3 Jul 2023
4.0,4.0,1,Salary benefits,POSITIVE,1.0,Time management and working,POSITIVE,1.0,salary benefits time management and working,POSITIVE,0.75,GENUINE,,Technician,Customer Success Department,4 Jul 2023
3.0,3.0,0,Same thing the work space and the colleague,NEGATIVE,-1.0,The management is the worst,NEGATIVE,-1.0,same thing the work space and the colleague the management is the worst,NEGATIVE,-1.0,AMBIGUOUS,,Team Lead,After Sales Service & Repair Department,2 Jul 2023
5.0,5.0,1,"Good Environment, Team are supportive, No Politics,",POSITIVE,1.0,Minimum hike.,POSITIVE,1.0,"good environment, team are supportive, no politics, minimum hike.",POSITIVE,0.25,GENUINE,,Senior Service Officer,Service Delivery Department,1 Jul 2023
2.0,2.0,-1,Process & systems,POSITIVE,1.0,Bad culture,NEGATIVE,-1.0,process systems bad culture,NEGATIVE,-0.25,GENUINE,,Manager   (working remotely),Procurement & Purchase Department,1 Jul 2023
5.0,5.0,1,Good Experience increases knowledge,POSITIVE,1.0,No,NEGATIVE,-1.0,good experience increases knowledge no,NEGATIVE,-0.25,INCONSISTENT,,In Shop Demonstrator,Customer Success Department,1 Jul 2023
5.0,5.0,1,Skill and learning,POSITIVE,1.0,Not any thing,NEGATIVE,-1.0,skill and learning not any thing,NEUTRAL,0.0,AMBIGUOUS,,Rso,Retail & B2C Sales Department,2 Aug 2023
3.0,3.0,0,"Work culture,",POSITIVE,1.0,Increments and promotion,POSITIVE,1.0,"work culture, increments and promotion",POSITIVE,0.75,AMBIGUOUS,,Finance Executive,Finance Department,0 Jul 2023
2.0,2.0,-1,Salary and skill development,POSITIVE,1.0,Working culture,POSITIVE,1.0,salary and skill development working culture,POSITIVE,0.75,INCONSISTENT,,BPT -Training,Administration & Staff Department,9 Jul 2023
3.0,3.0,0,"Brand Name is good, Salary on time",POSITIVE,1.0,"Zero Work life Balance, terrible work culture and extreme pressure",NEGATIVE,-1.0,"brand name is good, salary on time zero work life balance, terrible work culture and extreme pressure",NEGATIVE,-0.25,AMBIGUOUS,,Branch Marketing Manager,Marketing Department,9 Jul 2023
5.0,5.0,1,I like my work,POSITIVE,1.0,Travelling was the problem,NEGATIVE,-1.0,i like my work travelling was the problem,POSITIVE,0.25,GENUINE,,Store Incharge   (working remotely),Non Voice Department,8 Jul 2023
5.0,5.0,1,Great company to work,POSITIVE,1.0,"Nothing bad, get good challenging environment to perform",POSITIVE,1.0,"great company to work nothing bad, get good challenging environment to perform",POSITIVE,0.75,GENUINE,,Coo,SCM & Logistics Department,7 Jul 2023
4.0,4.0,1,LG is best for learning and handling pressure in very less time.,NEGATIVE,-1.0,Company culture. It provides safe environment specially for girls.,POSITIVE,1.0,lg is best for learning and handling pressure in very less time. company culture. it provides safe environment specially for girls.,POSITIVE,0.25,GENUINE,,Mis Reporting Data Analyst,SCM & Logistics Department,5 Jul 2023
5.0,5.0,1,Late Working hours,NEGATIVE,-1.0,Salery,NEGATIVE,-1.0,late working hours salery,POSITIVE,0.25,GENUINE,,Team Leader,After Sales Service & Repair Department,6 Jul 2023
3.0,3.0,0,Work life and personal life balance,POSITIVE,1.0,LG is doing several cultural activities for Employee bonding,POSITIVE,1.0,work life and personal life balance lg is doing several cultural activities for employee bonding,POSITIVE,0.5,AMBIGUOUS,,Senior Engineer L2,Engineering & Manufacturing Department,5 Jul 2023
3.0,3.0,0,"politics & No leadership quality, Wrong peoples promoted at leadership position",NEGATIVE,-1.0,"Environment of the company is extremely good and Key factors of company is also frustrated.
I will be want to work there....in my coming life it is proudly to me..",POSITIVE,1.0,"politics no leadership quality, wrong peoples promoted at leadership position environment of the company is extremely good and key factors of company is also frustrated. i will be want to work there....in my coming life it is proudly to me..",NEGATIVE,-0.25,AMBIGUOUS,,New Product Development Lead,Engineering & Manufacturing Department,5 Jul 2023
5.0,5.0,1,Nothing else,NEGATIVE,-1.0,Not good. Personal life is spoil .,NEGATIVE,-1.0,nothing else not good. personal life is spoil .,NEGATIVE,-1.0,INCONSISTENT,,Data Analyst   (working remotely),Data Science & Machine Learning Department,5 Jul 2023
3.0,3.0,0,"Revenue targets which not justify, but company wants more and only more",NEGATIVE,-1.0,Salary structure of the same,NEGATIVE,-1.0,"revenue targets which not justify, but company wants more and only more salary structure of the same",NEUTRAL,0.0,AMBIGUOUS,,Area Service Manager,Sales Support & Operations Department,4 Jul 2023
4.0,4.0,1,Work pressure and management,NEGATIVE,-1.0,,NEUTRAL,0.0,work pressure and management,POSITIVE,0.5,GENUINE,,Deputy Manager,Marketing Department,4 Jul 2023
3.0,3.0,0,On time salary. and projects,POSITIVE,1.0,Micro management,POSITIVE,1.0,on time salary. and projects micro management,POSITIVE,0.5,AMBIGUOUS,,Senior Engineer,Engineering & Manufacturing Department,4 Jul 2023
3.0,3.0,0,Working system,POSITIVE,1.0,Departmental politics high,POSITIVE,1.0,working system departmental politics high,POSITIVE,0.5,AMBIGUOUS,,Senior Engineer,Quality assurance Department,4 Jul 2023
2.0,2.0,-1,On time salary,POSITIVE,1.0,Culture & work life balance,POSITIVE,1.0,on time salary culture work life balance,POSITIVE,0.5,INCONSISTENT,,Assistant Manager,Engineering & Manufacturing Department,4 Jul 2023
5.0,5.0,1,Good company to work,POSITIVE,1.0,Always keep the employee to work work & work,POSITIVE,1.0,good company to work always keep the employee to work work work,POSITIVE,0.75,GENUINE,,Marketing Coordinator,Marketing Department,2 Jul 2023
